"cause","effect"
"ALG10","RPN1"
"ALG10","STT3A"
"ALG10","STT3A"
"ALG10","STT3B"
"ALG10","STT3B"
"ALG6","ALG3"
"ALG6","ALG3"
"ALG6","DDOST"
"ALG6","DDOST"
"ALG6","DPM1"
"ALG6","DPM1"
"ALG6","STT3A"
"ALG6","STT3A"
"ALG8","ALG3"
"ALG8","ALG3"
"ALG8","ALG6"
"ALG8","ALG6"
"ALG8","DDOST"
"ALG8","DDOST"
"ALG8","DPM1"
"ALG8","DPM1"
"ALG8","GANAB"
"ALG8","GANAB"
"ALG8","STT3A"
"ALG8","STT3A"
"ALOX12B","CYP2U1"
"ALOX12B","CYP2U1"
"ALOX12B","PLA2G4B"
"ALOX12B","PLA2G4B"
"ALOX12B","PNPLA1"
"ALOX12B","PNPLA1"
"ALYREF","EIF4E"
"ALYREF","EIF4E"
"ALYREF","ERH"
"ALYREF","ERH"
"ALYREF","RBM8A"
"ALYREF","RBM8A"
"ALYREF","SNRNP70"
"ALYREF","SNRNP70"
"ALYREF","SRSF5"
"ALYREF","SRSF5"
"AMBP","ITIH1"
