"","logFC","AveExpr","t","P.Value","adj.P.Val","B","change"
"BRE",-2.69040714703815,6.49598144354301,-19.1418546233906,1.99256462244273e-54,2.33707716308089e-53,112.933502936373,"DOWN"
"PSPN",1.52380134371787,1.6799140450823,19.1283410381553,2.24378802644932e-54,2.62781669214797e-53,112.903539324721,"UP"
"RP11-225B17.2",1.68789148011841,0.539936414154172,19.1187789694741,2.44047157009469e-54,2.85532752598331e-53,112.872748601385,"UP"
"C18orf54",1.64832990774397,0.647690430143093,19.1176504865722,2.46479334639642e-54,2.8809257017568e-53,112.857642582391,"UP"
"AL592528.1",4.13488546542585,-2.82429652734663,19.1037237777072,2.78568801439663e-54,3.24314033541823e-53,112.837013078128,"UP"
"PMEPA1",3.01580732512891,5.6135253294709,19.1244706560838,2.32141214659098e-54,2.71737708693009e-53,112.7685339344,"UP"
"AADAT",2.0461507954644,2.33812051361954,19.1152959136182,2.51632432118387e-54,2.93679078494626e-53,112.764889653024,"UP"
"RP11-12A2.3",-3.34853634921771,-2.54188400516339,-19.0983572100162,2.92021718311677e-54,3.39306220188056e-53,112.763759563959,"DOWN"
"RP11-769O8.1",-2.36854813910312,-4.11093486414229,-19.0947097473175,3.01534338880657e-54,3.49498302269193e-53,112.763726907017,"DOWN"
"CBX8",1.73607584404275,2.83645196209677,19.1164406319003,2.49113834478039e-54,2.90947973972629e-53,112.748285600696,"UP"
"LINC00662",1.4694335966804,2.91000661055806,19.1164154375104,2.49168994541362e-54,2.90947973972629e-53,112.740849458624,"UP"
"DPYSL4",3.06468987432916,3.23079886912022,19.1141482653451,2.54183051546966e-54,2.96509180852536e-53,112.736117736912,"UP"
"RP4-657D16.3",-1.74207679897601,-0.738299891261673,-19.0994904651776,2.89127761973073e-54,3.36109242072887e-53,112.728443888565,"DOWN"
"C1QL4",4.70787868935295,-2.60407936805739,19.0907604573234,3.12184026109603e-54,3.61664274255757e-53,112.72078518043,"UP"
"DSG2",-4.17285233328226,-1.25480564638572,-19.0965160545295,2.96785336673825e-54,3.4433230379368e-53,112.709193454996,"DOWN"
"RP11-480A16.1",-2.03832931923522,0.654925721447456,-19.0976686419381,2.93794227793104e-54,3.41029746602163e-53,112.651780819685,"DOWN"
"ECHDC2",-2.30451686893704,5.70250950274144,-19.1084223099381,2.67300589758983e-54,3.11502915545708e-53,112.616948799217,"DOWN"
"FBXL7",-2.61053227423935,4.10509347543378,-19.1084253761955,2.67293387085661e-54,3.11502915545708e-53,112.611801061903,"DOWN"
"PPP1R16B",2.38416867925843,4.60656104522807,19.1038385775863,2.78287899223781e-54,3.24146996493399e-53,112.591100326868,"UP"
"CD44",2.85416180284886,6.78990241704126,19.1036021960997,2.78866607100756e-54,3.2450057531749e-53,112.58829882574,"UP"
"RP11-641D5.1",2.01343246464765,4.67319841813296,19.1000792689221,2.87635498623537e-54,3.34539374064762e-53,112.548285757308,"UP"
