"","logFC","AveExpr","t","P.Value","adj.P.Val","B","change"
"PIK3R3",1.21238052594639,1.84385587026306,12.8942702715485,2.06011440579832e-31,1.66883425731559e-30,60.298226717623,"UP"
"ADORA2A",-0.982097808323322,2.32322430983152,-12.9126049370244,1.75296517180246e-31,1.42491889637584e-30,60.2897908455461,"NOT"
"LAMP1",0.845496206883529,7.95754177005849,12.9295341135931,1.5100795501232e-31,1.23301369016468e-30,60.2232739455554,"NOT"
"OR51E1",2.46185859665107,-2.84196959151208,12.8602975721303,2.77794317530981e-31,2.23572736331779e-30,60.2147430146776,"UP"
"RP11-98J23.1",-2.40051947884083,-3.65599731140932,-12.8583871090511,2.82501629958012e-31,2.27283649249154e-30,60.2064682195364,"DOWN"
"RP11-155G14.5",-2.32878773581269,-3.76525593808394,-12.8578068716789,2.83946995670854e-31,2.28290672883664e-30,60.2029251213587,"DOWN"
"RPL4",0.815951152746839,9.35786391354859,12.9197790972787,1.64561215253912e-31,1.3404290004079e-30,60.2012107840188,"NOT"
"C16orf46",-1.18450143416704,-0.367644480044088,-12.8694157694892,2.56382517460698e-31,2.06763772976429e-30,60.1922276843405,"DOWN"
"C1QC",2.58675871457227,5.01847696446462,12.9016834999261,1.9299442037224e-31,1.56661758658224e-30,60.1003936090172,"UP"
"GABPB1-AS1",-1.27837090591965,2.72655188804841,-12.8988600757733,1.97852518101512e-31,1.60549996874594e-30,60.0970026962662,"DOWN"
"NUTF2",0.871400290403665,5.19363462491449,12.9156025362706,1.70728557470029e-31,1.38922481368346e-30,60.0913767002785,"NOT"
"ZNF596",-1.24611376017173,0.555199721549433,-12.8658474592872,2.64558500264222e-31,2.1306585332178e-30,60.0823503285889,"DOWN"
"CYB5R1",0.966315099728789,5.39699845636886,12.9051823747941,1.87138806725477e-31,1.52013200928314e-30,59.9928283587858,"NOT"
"PARP1",1.03349223924344,6.29030143933395,12.9061883423032,1.85488273689412e-31,1.50724407986229e-30,59.9823377140101,"UP"
"RP11-12A20.4",-2.10847959546755,-4.37088278447442,-12.8322247126841,3.55564340702693e-31,2.84318799300698e-30,59.981452627844,"DOWN"
"SPATA8",-1.74776851005728,-5.76510590765481,-12.8309885185384,3.59448490803469e-31,2.87327204941003e-30,59.9612424022706,"DOWN"
"STARD9",-1.20059990034879,1.44717677235557,-12.8616956123665,2.7439922137513e-31,2.20915739258058e-30,59.9497500959667,"DOWN"
"PTMA",0.794934359427073,8.48619793305713,12.8956054489751,2.03604008731417e-31,1.65103450217602e-30,59.9478311854073,"NOT"
"CMYA5",-1.99106048702374,1.68656722272734,-12.8683571866384,2.58781385388436e-31,2.08484401837375e-30,59.9450731300784,"DOWN"
"ATP5B",0.847249719034162,8.7302447062939,12.8939385073651,2.06614026809674e-31,1.67314065750067e-30,59.9437432689424,"NOT"
"STEAP4",-2.49447606992857,3.78325903930468,-12.8934906843735,2.07430199388705e-31,1.6791731078949e-30,59.9162131794679,"DOWN"
"ISCA1",0.727505755900937,4.6570240076534,12.8915903555422,2.10929524205159e-31,1.70515832444726e-30,59.9124938498564,"NOT"
"ASF1A",1.04106870800151,3.14843887741243,12.8685786928696,2.58277583054595e-31,2.08149656934905e-30,59.9114157917572,"UP"
"RP11-88H9.2",-2.86925865015988,-1.58802247561944,-12.8327359515146,3.53970272876293e-31,2.83140184679771e-30,59.9089784676869,"DOWN"
