"","logFC","AveExpr","t","P.Value","adj.P.Val","B","change"
"TFCP2",0.51473881837366,5.18886655365204,7.64190133704607,1.07019072306844e-13,2.05809411858643e-13,19.2828084543242,"NOT"
"BRAP",0.448415377927447,4.42890363909587,7.62827296989043,1.17674586069386e-13,2.25932538595935e-13,19.2782810986972,"NOT"
"RAB11FIP5",-0.636565932378846,4.60271925439862,-7.64439249416506,1.05176848157943e-13,2.0228096100292e-13,19.2746495004046,"NOT"
"RP1-267L14.6",-1.23423040979729,-2.59888581732396,-7.5393334152949,2.17928559390973e-13,4.14542840258758e-13,19.2654063462469,"DOWN"
"RP11-192H23.6",-2.03168728541665,-3.3923623103049,-7.53747306435877,2.20742789832415e-13,4.19807696263779e-13,19.2635243667522,"DOWN"
"AC007193.10",-1.71540155348186,-3.59608674421977,-7.53417680933291,2.2581736385881e-13,4.29338034287522e-13,19.2566616761414,"DOWN"
"MS4A6A",1.62438668000723,3.82762344094454,7.5938235093091,1.4949640985825e-13,2.85936272598015e-13,19.2447225370887,"UP"
"NOX1",1.18816910676838,-3.3234195326355,7.52959405754972,2.3306395742411e-13,4.42898297727796e-13,19.2381694198805,"UP"
"DACH1",2.47324553922071,2.53603586899959,7.56319139457306,1.84823850736147e-13,3.52411860268542e-13,19.2350732808579,"UP"
"AC011525.2",-0.71670156688806,-6.718259440509,-7.52941608882376,2.33349948905116e-13,4.4341069629349e-13,19.2338054079201,"NOT"
"FEZF2",-1.05523852779821,-6.45732281219719,-7.52866990330797,2.34552819726525e-13,4.4566515161718e-13,19.2316713351557,"DOWN"
"ZSCAN4",-1.39935093736607,-5.30604107361844,-7.52667863532358,2.37792780107313e-13,4.51726307053634e-13,19.2211090259369,"DOWN"
"RNF138",0.616016058109418,4.58729603858342,7.61866581955397,1.25807783903693e-13,2.41343001287549e-13,19.2073084302975,"NOT"
"AREL1",0.632605445309956,5.46201043068994,7.63316611309805,1.13733637863433e-13,2.1852075613021e-13,19.2027922070179,"NOT"
"MTND4P20",-0.895830085553022,-6.55312416130104,-7.52294443337132,2.43987953094279e-13,4.633651852264e-13,19.1915746662813,"NOT"
"TUBA3C",-1.52322775752036,-6.09779315060263,-7.52212729975346,2.45364665324597e-13,4.6591447025357e-13,19.1900182761467,"DOWN"
"DEPDC4",0.84948827618209,-0.864989807989021,7.53112428566731,2.30619124582891e-13,4.38344483012573e-13,19.1891931403558,"NOT"
"RP11-667F14.1",1.14936503474554,-2.97608327678592,7.52242987375619,2.4485399665544e-13,4.64977345193128e-13,19.1871900568435,"UP"
"RP11-160E2.11",-1.30212584703846,-3.10210504739781,-7.52400363223442,2.42214728184578e-13,4.60029822104399e-13,19.1820747697735,"DOWN"
"PSMD13",0.45740662938567,6.1159824955234,7.63656233509722,1.1107508703752e-13,2.13488427602527e-13,19.1644630713154,"NOT"
"C11orf57",0.483419631411154,4.96629099664448,7.62041779069482,1.24284392054183e-13,2.38454351240041e-13,19.1589651206763,"NOT"
"ABBA01017803.1",-1.01485372632211,-2.90468282211612,-7.52046401960136,2.48190656833428e-13,4.71181646107969e-13,19.1580869960113,"DOWN"
"GLYR1",0.45900416304127,6.4207915648976,7.63787645568788,1.10062916335472e-13,2.11573013874598e-13,19.1567397672841,"NOT"
"AVPR2",1.86281704898894,-0.452480214341498,7.52420104128027,2.4188564845317e-13,4.5943699739823e-13,19.1539701692223,"UP"
"RP11-624L4.1",2.4710465825085,-2.64698729936052,7.51721767714428,2.53799025685622e-13,4.81660309701007e-13,19.1482462456247,"UP"
"MORC1",-1.51666238743855,-4.91199073022383,-7.51566557809812,2.56524360549956e-13,4.86798380571877e-13,19.1456561230178,"DOWN"
"DAB1",-1.67294938835815,-0.91047255534957,-7.54044857275212,2.16258591140386e-13,4.11423964844443e-13,19.1404206657101,"DOWN"
"CTC-529L17.1",-0.727202523279094,-6.72673212894112,-7.515573474316,2.56686988925555e-13,4.87072903397931e-13,19.140132291509,"NOT"
"RP11-78F17.1",1.65239447696838,-4.00117634551831,7.51361142011083,2.60175632291532e-13,4.93554557982648e-13,19.1305029851468,"UP"
"RP11-927P21.1",-1.06702730716575,-1.66828674799236,-7.52625272875315,2.3849146871044e-13,4.53021838413609e-13,19.1275850395267,"DOWN"
"TUBB4A",3.14336187589752,2.59362744175697,7.54131823934677,2.14965005950176e-13,4.09020369241433e-13,19.1205614963662,"UP"
"NETO1",2.33454496574619,-3.6540022866267,7.51176145115987,2.63507745942303e-13,4.99805653280238e-13,19.1156408621146,"UP"
"FAM90A12P",-1.38569415260898,-5.62356337704165,-7.51102482680808,2.6484620507595e-13,5.0230922084779e-13,19.1154067618226,"DOWN"
"SERPINB11",-0.961131555830594,-6.43164229523009,-7.5089399150366,2.68670936776307e-13,5.0952759078618e-13,19.0979691382555,"NOT"
"ZNF704",-0.73253729358508,5.77692974011525,-7.63068069354879,1.15718863916023e-13,2.22224807939597e-13,19.0976071374365,"NOT"
"TMEM260",-0.497573085343092,4.1840591650861,-7.60998719144959,1.33629733656751e-13,2.56076430513276e-13,19.0958704727904,"NOT"
"TCIRG1",-0.792831913583518,6.135947906484,-7.63175582139667,1.1485594970847e-13,2.20630190484345e-13,19.0908865100715,"NOT"
"DCTN5",0.44959547192656,5.74661837612112,7.62124636124343,1.23570271571267e-13,2.37134569849957e-13,19.0843300243838,"NOT"
"METTL6",0.496350528037028,3.17882784507608,7.57309367237327,1.72586855475307e-13,3.29380179195166e-13,19.0823571205528,"NOT"
"STAC3",0.830880628787273,0.822603466048388,7.53122919190624,2.304524453144e-13,4.38058381642292e-13,19.0696413236141,"NOT"
"RP11-294J22.6",-2.25644444928469,-5.48600415517492,-7.50274913698284,2.80351348550609e-13,5.31456143329892e-13,19.0581505215426,"DOWN"
"CLVS2",-1.34297847547078,-6.02444280941731,-7.50229752730957,2.8122273489686e-13,5.33070739601738e-13,19.0559728429071,"DOWN"
"TRERF1",-0.765652071709823,3.90148142960484,-7.60171244051106,1.41533217935445e-13,2.70934731671664e-13,19.0513952866695,"NOT"
"RP11-152F13.8",-1.28333828815434,-1.8844766071385,-7.51415282741017,2.59208340137394e-13,4.91788419720436e-13,19.0498515795383,"DOWN"
"LINC00106",-1.16659498481433,-3.48329365348591,-7.50170644851789,2.82367260918624e-13,5.35165409159436e-13,19.0432596984177,"DOWN"
