"cause","effect"
"ADAMTS5","ADAMTS15"
"ADAMTS5","ADAMTS20"
"ADAMTS5","ADAMTS20"
"ADAMTS5","ADAMTS3"
"ADAMTS5","ADAMTS3"
"ADAMTS5","ADAMTS6"
"ADAMTS5","ADAMTS6"
"ADAMTS5","ADAMTS9"
"ADAMTS5","ADAMTS9"
"ADAMTS5","BCAN"
"ADAMTS5","BCAN"
"ADAMTS5","SEMA5A"
"ADAMTS5","SEMA5A"
"ADAMTS5","SPON1"
"ADAMTS5","SPON1"
"ADAMTS5","THBS2"
"ADAMTS5","THBS2"
"ADAMTS5","THSD7A"
"ADAMTS5","THSD7A"
"ADAMTS6","ADAMTS20"
"ADAMTS6","ADAMTS20"
"ADAMTS6","ADAMTS9"
"ADAMTS6","ADAMTS9"
"ADAMTS6","SEMA5A"
"ADAMTS6","SEMA5A"
"ADAMTS6","SPON1"
"ADAMTS6","SPON1"
"ADAMTS6","SPON2"
"ADAMTS6","SPON2"
"ADAMTS6","THSD7A"
"ADAMTS6","THSD7A"
"ADAMTS8","ACAN"
"ADAMTS8","ACAN"
"ADAMTS8","ADAMTS1"
"ADAMTS8","ADAMTS1"
"ADAMTS8","ADAMTS12"
"ADAMTS8","ADAMTS12"
"ADAMTS8","ADAMTS14"
"ADAMTS8","ADAMTS14"
"ADAMTS8","ADAMTS18"
"ADAMTS8","ADAMTS18"
"ADAMTS8","ADAMTS19"
"ADAMTS8","ADAMTS19"
"ADAMTS8","ADAMTS3"
"ADAMTS8","ADAMTS3"
"ADAMTS8","ADAMTS6"
"ADAMTS8","ADAMTS6"
"ADAMTS8","ADAMTSL5"
"ADAMTS8","ADAMTSL5"
"ADAMTS8","SPON2"
"ADAMTS8","SPON2"
"ADAMTS8","THBS2"
"ADAMTS8","THBS2"
"ADAMTS8","THSD7A"
"ADAMTS8","THSD7A"
"ADAMTS9","ADAMTS12"
"ADAMTS9","ADAMTS12"
"ADAMTSL5","ADAMTS12"
"ADAMTSL5","ADAMTS12"
"ADAMTSL5","ADAMTS13"
"ADAMTSL5","ADAMTS13"
"ADAMTSL5","FBN2"
"ADAMTSL5","FBN2"
"ADAMTSL5","SEMA5A"
"ADAMTSL5","SEMA5A"
"ADARB1","BMP7"
"ADARB1","BMP7"
"ADARB1","SLC39A1"
"ADARB1","SLC39A1"
"ADARB2","ALYREF"
"ADARB2","ALYREF"
"ADCK5","FBXL6"
"ADCK5","FBXL6"
"ADCY1","ADCY5"
"ADCY1","ADCY5"
"ADCY1","ADORA2B"
"ADCY1","ADORA2B"
"ADCY1","CAMK2A"
"ADCY1","CAMK2A"
"ADCY1","CAMK2B"
"ADCY1","CAMK2B"
"ADCY1","EDNRA"
"ADCY1","EDNRA"
"ADCY1","GNAI2"
"ADCY1","GNAI2"
"ADCY1","GNG7"
"ADCY1","GNG7"
"ADCY1","LPPR3"
"ADCY1","LPPR3"
"ADCY1","PDE1A"
"ADCY1","PDE1A"
"ADCY1","PDE1C"
"ADCY1","PDE1C"
"ADCY1","PDE2A"
"ADCY1","PDE2A"
"ADCY1","PDE3A"
"ADCY1","PDE3A"
"ADCY1","PDE4A"
"ADCY1","PDE4A"
"ADCY1","PDE4C"
"ADCY1","PDE4C"
"ADCY1","PDE6B"
"ADCY1","PDE6B"
"ADCY1","PDE7B"
"ADCY1","PDE7B"
"ADCY1","PRKAR1B"
"ADCY1","PRKAR1B"
"ADCY1","RAPGEF3"
"ADCY1","RAPGEF3"
"ADCY1","RAPGEF4"
"ADCY1","RAPGEF4"
"ADCY10","CHEK2"
"ADCY10","CHEK2"
"ADCY10","PDE1C"
"ADCY10","PDE1C"
"ADCY10","PDE6B"
"ADCY10","PDE6B"
"ADCY4","EDNRA"
"ADCY4","EDNRA"
"ADCY4","PDE4A"
"ADCY4","PDE4A"
"ADCY4","PDE4C"
"ADCY4","PDE4C"
"ADCY4","RAPGEF3"
"ADCY4","RAPGEF3"
"ADCY5","GIPR"
"ADCY5","GIPR"
"ADCY7","PRKAR1B"
"ADCY7","PRKAR1B"
"ADCY7","RAPGEF3"
"ADCY7","RAPGEF3"
"ADCY8","ADCY1"
"ADCY8","ADCY1"
"ADCY8","ADCY4"
"ADCY8","ADCY4"
"ADCY8","ADCY7"
"ADCY8","ADCY7"
"ADCY8","ADORA2B"
"ADCY8","ADORA2B"
"ADCY8","CAMK2G"
"ADCY8","CAMK2G"
"ADCY8","EDNRA"
"ADCY8","EDNRA"
"ADCY8","GLP1R"
